Thickness (m),Diameter (m),Density (kN/m³),n,Pressure (MPa),Material,Alpha1,Bcon1,Ccon1
0.052,0.65,18,56,10,Brick,0.27209,14,44
0.052,0.65,18,58,10,Brick,0.27146,15,46
0.052,0.65,18,60,10,Brick,0.27064,15,48
0.07475,0.65,18,8,10,Brick,0.27064,15,48
0.07475,0.65,18,10,10,Brick,0.27064,15,48
0.07475,0.65,18,12,10,Brick,0.27064,15,48
0.07475,0.65,18,14,10,Brick,0.27064,15,48
0.07475,0.65,18,16,10,Brick,0.27064,15,48
0.07475,0.65,18,18,10,Brick,0.27064,15,48
0.07475,0.65,18,20,10,Brick,0.27064,15,48
0.07475,0.65,18,22,10,Brick,0.27064,15,48
0.07475,0.65,18,24,10,Brick,0.27064,15,48
0.07475,0.65,18,26,10,Brick,0.27064,15,48
0.07475,0.65,18,28,10,Brick,0.27064,15,48
0.07475,0.65,18,30,10,Brick,0.27064,15,48
0.07475,0.65,18,32,10,Brick,0.27064,15,48
0.07475,0.65,18,34,10,Brick,0.27064,15,48
0.07475,0.65,18,36,10,Brick,0.27064,15,48
0.07475,0.65,18,38,10,Brick,0.27064,15,48
0.07475,0.65,18,40,10,Brick,0.27064,15,48
0.07475,0.65,18,42,10,Brick,0.27064,15,48
0.07475,0.65,18,44,10,Brick,0.27064,15,48
0.07475,0.65,18,46,10,Brick,0.27064,15,48
0.07475,0.65,18,48,10,Brick,0.27064,15,48
0.07475,0.65,18,50,10,Brick,0.27707,15,50
0.07475,0.65,18,52,10,Brick,0.29853,15,52
0.07475,0.65,18,54,10,Brick,0.35068,15,54
0.07475,0.65,18,56,10,Brick,0.35289,16,42
0.07475,0.65,18,58,10,Brick,0.35063,17,44
0.07475,0.65,18,60,10,Brick,0.35174,18,45
0.0975,0.65,18,8,10,Brick,0.35174,18,45
0.0975,0.65,18,10,10,Brick,0.35174,18,45
0.0975,0.65,18,12,10,Brick,0.35174,18,45
0.0975,0.65,18,14,10,Brick,0.35174,18,45
0.0975,0.65,18,16,10,Brick,0.35174,18,45
0.0975,0.65,18,18,10,Brick,0.35174,18,45
0.0975,0.65,18,20,10,Brick,0.35174,18,45
0.0975,0.65,18,22,10,Brick,0.35174,18,45
0.0975,0.65,18,24,10,Brick,0.35174,18,45
0.0975,0.65,18,26,10,Brick,0.35174,18,45
0.0975,0.65,18,28,10,Brick,0.35174,18,45
0.0975,0.65,18,30,10,Brick,0.35174,18,45
0.0975,0.65,18,32,10,Brick,0.35174,18,45
0.0975,0.65,18,34,10,Brick,0.35174,18,45
0.0975,0.65,18,36,10,Brick,0.35174,18,45
0.0975,0.65,18,38,10,Brick,0.35174,18,45
0.0975,0.65,18,40,10,Brick,0.35174,18,45
0.0975,0.65,18,42,10,Brick,0.35174,18,45
0.0975,0.65,18,44,10,Brick,0.35174,18,45
0.0975,0.65,18,46,10,Brick,0.35273,18,46
0.0975,0.65,18,48,10,Brick,0.36258,18,48
0.0975,0.65,18,50,10,Brick,0.38772,17,50
0.0975,0.65,18,52,10,Brick,0.43712,17,37
0.0975,0.65,18,54,10,Brick,0.43918,17,39
0.0975,0.65,18,56,10,Brick,0.43578,18,40
0.0975,0.65,18,58,10,Brick,0.43514,19,42
0.0975,0.65,18,60,10,Brick,0.43636,19,43
0.052,0.65,25,8,50,Stone,0.37227,2,7
0.052,0.65,25,10,50,Stone,0.35904,3,9
0.052,0.65,25,12,50,Stone,0.34429,3,10
0.052,0.65,25,14,50,Stone,0.33373,4,12
0.052,0.65,25,16,50,Stone,0.32531,4,13
0.052,0.65,25,18,50,Stone,0.31757,5,15
0.052,0.65,25,20,50,Stone,0.31167,5,17
0.052,0.65,25,22,50,Stone,0.30688,6,18
0.052,0.65,25,24,50,Stone,0.3022,6,20
0.052,0.65,25,26,50,Stone,0.29941,7,21
0.052,0.65,25,28,50,Stone,0.29555,7,23
0.052,0.65,25,30,50,Stone,0.29392,8,24
0.052,0.65,25,32,50,Stone,0.29064,8,26
0.052,0.65,25,34,50,Stone,0.28974,9,27
0.052,0.65,25,36,50,Stone,0.28688,9,29
0.052,0.65,25,38,50,Stone,0.28605,10,31
0.052,0.65,25,40,50,Stone,0.28392,10,32
0.052,0.65,25,42,50,Stone,0.28299,11,34
0.052,0.65,25,44,50,Stone,0.28153,11,35
0.052,0.65,25,46,50,Stone,0.28056,12,37
0.052,0.65,25,48,50,Stone,0.27955,12,38
0.052,0.65,25,50,50,Stone,0.27857,13,40
0.052,0.65,25,52,50,Stone,0.27779,13,42
0.052,0.65,25,54,50,Stone,0.27691,14,43
0.052,0.65,25,56,50,Stone,0.27613,14,45
0.052,0.65,25,58,50,Stone,0.27552,15,46
0.052,0.65,25,60,50,Stone,0.27473,15,48
0.07475,0.65,25,8,50,Stone,0.27473,15,48
0.07475,0.65,25,10,50,Stone,0.27473,15,48
0.07475,0.65,25,12,50,Stone,0.27473,15,48
0.07475,0.65,25,14,50,Stone,0.27473,15,48
0.07475,0.65,25,16,50,Stone,0.27473,15,48
0.07475,0.65,25,18,50,Stone,0.27473,15,48
0.07475,0.65,25,20,50,Stone,0.27473,15,48
0.07475,0.65,25,22,50,Stone,0.27473,15,48
0.07475,0.65,25,24,50,Stone,0.27473,15,48
0.07475,0.65,25,26,50,Stone,0.27473,15,48
0.07475,0.65,25,28,50,Stone,0.27473,15,48
0.07475,0.65,25,30,50,Stone,0.27473,15,48
0.07475,0.65,25,32,50,Stone,0.27473,15,48
0.07475,0.65,25,34,50,Stone,0.27473,15,48
0.07475,0.65,25,36,50,Stone,0.27473,15,48
0.07475,0.65,25,38,50,Stone,0.27473,15,48
0.07475,0.65,25,40,50,Stone,0.27473,15,48
0.07475,0.65,25,42,50,Stone,0.27473,15,48
0.07475,0.65,25,44,50,Stone,0.27473,15,48
0.07475,0.65,25,46,50,Stone,0.27473,15,48
0.07475,0.65,25,48,50,Stone,0.27473,15,48
0.07475,0.65,25,50,50,Stone,0.28051,15,50
0.07475,0.65,25,52,50,Stone,0.30138,15,52
0.07475,0.65,25,54,50,Stone,0.35303,15,54
0.07475,0.65,25,56,50,Stone,0.35596,16,42
0.07475,0.65,25,58,50,Stone,0.3568,17,44
0.07475,0.65,25,60,50,Stone,0.35552,17,45
0.0975,0.65,25,8,50,Stone,0.35552,17,45
0.0975,0.65,25,10,50,Stone,0.35552,17,45
0.0975,0.65,25,12,50,Stone,0.35552,17,45
0.0975,0.65,25,14,50,Stone,0.35552,17,45
0.0975,0.65,25,16,50,Stone,0.35552,17,45
0.0975,0.65,25,18,50,Stone,0.35552,17,45
0.0975,0.65,25,20,50,Stone,0.35552,17,45
0.0975,0.65,25,22,50,Stone,0.35552,17,45
0.0975,0.65,25,24,50,Stone,0.35552,17,45
0.0975,0.65,25,26,50,Stone,0.35552,17,45
0.0975,0.65,25,28,50,Stone,0.35552,17,45
0.0975,0.65,25,30,50,Stone,0.35552,17,45
0.0975,0.65,25,32,50,Stone,0.35552,17,45
0.0975,0.65,25,34,50,Stone,0.35552,17,45
0.0975,0.65,25,36,50,Stone,0.35552,17,45
0.0975,0.65,25,38,50,Stone,0.35552,17,45
0.0975,0.65,25,40,50,Stone,0.35552,17,45
0.0975,0.65,25,42,50,Stone,0.35552,17,45
0.0975,0.65,25,44,50,Stone,0.35552,17,45
0.0975,0.65,25,46,50,Stone,0.35601,17,46
0.0975,0.65,25,48,50,Stone,0.36459,17,48
0.0975,0.65,25,50,50,Stone,0.38849,17,50
0.0975,0.65,25,52,50,Stone,0.44005,17,52
0.0975,0.65,25,54,50,Stone,0.44256,17,39
0.0975,0.65,25,56,50,Stone,0.44104,18,40
0.0975,0.65,25,58,50,Stone,0.44324,19,42
0.0975,0.65,25,60,50,Stone,0.4399,19,43
0.056,0.7,18,8,10,Brick,0.37121,2,7
0.056,0.7,18,10,10,Brick,0.35736,3,9
0.056,0.7,18,12,10,Brick,0.34048,3,10
0.056,0.7,18,14,10,Brick,0.3313,4,12
0.056,0.7,18,16,10,Brick,0.32116,4,13
0.056,0.7,18,18,10,Brick,0.31456,5,15
0.056,0.7,18,20,10,Brick,0.30845,5,17
0.056,0.7,18,22,10,Brick,0.30349,6,18
0.056,0.7,18,24,10,Brick,0.29868,6,20
0.056,0.7,18,26,10,Brick,0.29574,7,21
0.056,0.7,18,28,10,Brick,0.2918,7,23
0.056,0.7,18,30,10,Brick,0.29006,8,24
0.056,0.7,18,32,10,Brick,0.28673,8,26
0.056,0.7,18,34,10,Brick,0.28573,9,27
0.056,0.7,18,36,10,Brick,0.28284,9,29
0.056,0.7,18,38,10,Brick,0.28233,10,30
0.056,0.7,18,40,10,Brick,0.27977,10,32
0.056,0.7,18,42,10,Brick,0.27932,11,34
0.056,0.7,18,44,10,Brick,0.2773,11,35
0.056,0.7,18,46,10,Brick,0.27676,12,37
0.056,0.7,18,48,10,Brick,0.27526,12,38
0.056,0.7,18,50,10,Brick,0.27467,13,40
0.056,0.7,18,52,10,Brick,0.27355,13,41
0.056,0.7,18,54,10,Brick,0.27293,14,43
0.056,0.7,18,56,10,Brick,0.27209,14,44
0.056,0.7,18,58,10,Brick,0.27146,15,46
0.056,0.7,18,60,10,Brick,0.27064,15,48
0.0805,0.7,18,8,10,Brick,0.27064,15,48
0.0805,0.7,18,10,10,Brick,0.27064,15,48
0.0805,0.7,18,12,10,Brick,0.27064,15,48
0.0805,0.7,18,14,10,Brick,0.27064,15,48
0.0805,0.7,18,16,10,Brick,0.27064,15,48
0.0805,0.7,18,18,10,Brick,0.27064,15,48
0.0805,0.7,18,20,10,Brick,0.27064,15,48
0.0805,0.7,18,22,10,Brick,0.27064,15,48
0.0805,0.7,18,24,10,Brick,0.27064,15,48
0.0805,0.7,18,26,10,Brick,0.27064,15,48
0.0805,0.7,18,28,10,Brick,0.27064,15,48
0.0805,0.7,18,30,10,Brick,0.27064,15,48
0.0805,0.7,18,32,10,Brick,0.27064,15,48
0.0805,0.7,18,34,10,Brick,0.27064,15,48
0.0805,0.7,18,36,10,Brick,0.27064,15,48
0.0805,0.7,18,38,10,Brick,0.27064,15,48
0.0805,0.7,18,40,10,Brick,0.27064,15,48
0.0805,0.7,18,42,10,Brick,0.27064,15,48
0.0805,0.7,18,44,10,Brick,0.27064,15,48
0.0805,0.7,18,46,10,Brick,0.27064,15,48
0.0805,0.7,18,48,10,Brick,0.27064,15,48
0.0805,0.7,18,50,10,Brick,0.27707,15,50
0.0805,0.7,18,52,10,Brick,0.29853,15,52
0.0805,0.7,18,54,10,Brick,0.35068,15,54
0.0805,0.7,18,56,10,Brick,0.35289,16,42
0.0805,0.7,18,58,10,Brick,0.35063,17,44
0.0805,0.7,18,60,10,Brick,0.35174,18,45
0.105,0.7,18,8,10,Brick,0.35174,18,45
0.105,0.7,18,10,10,Brick,0.35174,18,45
0.105,0.7,18,12,10,Brick,0.35174,18,45
0.105,0.7,18,14,10,Brick,0.35174,18,45
0.105,0.7,18,16,10,Brick,0.35174,18,45
0.105,0.7,18,18,10,Brick,0.35174,18,45
0.105,0.7,18,20,10,Brick,0.35174,18,45
0.105,0.7,18,22,10,Brick,0.35174,18,45
0.105,0.7,18,24,10,Brick,0.35174,18,45
0.105,0.7,18,26,10,Brick,0.35174,18,45
0.105,0.7,18,28,10,Brick,0.35174,18,45
0.105,0.7,18,30,10,Brick,0.35174,18,45
0.105,0.7,18,32,10,Brick,0.35174,18,45
0.105,0.7,18,34,10,Brick,0.35174,18,45
0.105,0.7,18,36,10,Brick,0.35174,18,45
0.105,0.7,18,38,10,Brick,0.35174,18,45
0.105,0.7,18,40,10,Brick,0.35174,18,45
0.105,0.7,18,42,10,Brick,0.35174,18,45
0.105,0.7,18,44,10,Brick,0.35174,18,45
0.105,0.7,18,46,10,Brick,0.35273,18,46
0.105,0.7,18,48,10,Brick,0.36258,18,48
0.105,0.7,18,50,10,Brick,0.38772,17,50
0.105,0.7,18,52,10,Brick,0.43712,17,37
0.105,0.7,18,54,10,Brick,0.43918,17,39
0.105,0.7,18,56,10,Brick,0.43578,18,40
0.105,0.7,18,58,10,Brick,0.43514,19,42
0.105,0.7,18,60,10,Brick,0.43636,19,43
0.056,0.7,25,8,50,Stone,0.37227,2,7
0.056,0.7,25,10,50,Stone,0.35904,3,9
0.056,0.7,25,12,50,Stone,0.34429,3,10
0.056,0.7,25,14,50,Stone,0.33373,4,12
0.056,0.7,25,16,50,Stone,0.32531,4,13
0.056,0.7,25,18,50,Stone,0.31757,5,15
0.056,0.7,25,20,50,Stone,0.31167,5,17
0.056,0.7,25,22,50,Stone,0.30688,6,18
0.056,0.7,25,24,50,Stone,0.3022,6,20
0.056,0.7,25,26,50,Stone,0.29941,7,21
0.056,0.7,25,28,50,Stone,0.29555,7,23
0.056,0.7,25,30,50,Stone,0.29392,8,24
0.056,0.7,25,32,50,Stone,0.29064,8,26
0.056,0.7,25,34,50,Stone,0.28974,9,27
0.056,0.7,25,36,50,Stone,0.28688,9,29
0.056,0.7,25,38,50,Stone,0.28605,10,31
0.056,0.7,25,40,50,Stone,0.28392,10,32
0.056,0.7,25,42,50,Stone,0.28299,11,34
0.056,0.7,25,44,50,Stone,0.28153,11,35
0.056,0.7,25,46,50,Stone,0.28056,12,37
0.056,0.7,25,48,50,Stone,0.27955,12,38
0.056,0.7,25,50,50,Stone,0.27857,13,40
0.056,0.7,25,52,50,Stone,0.27779,13,42
0.056,0.7,25,54,50,Stone,0.27691,14,43
0.056,0.7,25,56,50,Stone,0.27613,14,45
0.056,0.7,25,58,50,Stone,0.27552,15,46
0.056,0.7,25,60,50,Stone,0.27473,15,48
0.0805,0.7,25,8,50,Stone,0.27473,15,48
0.0805,0.7,25,10,50,Stone,0.27473,15,48
0.0805,0.7,25,12,50,Stone,0.27473,15,48
0.0805,0.7,25,14,50,Stone,0.27473,15,48
0.0805,0.7,25,16,50,Stone,0.27473,15,48
0.0805,0.7,25,18,50,Stone,0.27473,15,48
0.0805,0.7,25,20,50,Stone,0.27473,15,48
0.0805,0.7,25,22,50,Stone,0.27473,15,48
0.0805,0.7,25,24,50,Stone,0.27473,15,48
0.0805,0.7,25,26,50,Stone,0.27473,15,48
0.0805,0.7,25,28,50,Stone,0.27473,15,48
0.0805,0.7,25,30,50,Stone,0.27473,15,48
0.0805,0.7,25,32,50,Stone,0.27473,15,48
0.0805,0.7,25,34,50,Stone,0.27473,15,48
0.0805,0.7,25,36,50,Stone,0.27473,15,48
0.0805,0.7,25,38,50,Stone,0.27473,15,48
0.0805,0.7,25,40,50,Stone,0.27473,15,48
0.0805,0.7,25,42,50,Stone,0.27473,15,48
0.0805,0.7,25,44,50,Stone,0.27473,15,48
0.0805,0.7,25,46,50,Stone,0.27473,15,48
0.0805,0.7,25,48,50,Stone,0.27473,15,48
0.0805,0.7,25,50,50,Stone,0.28051,15,50
0.0805,0.7,25,52,50,Stone,0.30138,15,52
0.0805,0.7,25,54,50,Stone,0.35303,15,54
0.0805,0.7,25,56,50,Stone,0.35596,16,42
0.0805,0.7,25,58,50,Stone,0.3568,17,44
0.0805,0.7,25,60,50,Stone,0.35552,17,45
0.105,0.7,25,8,50,Stone,0.35552,17,45
0.105,0.7,25,10,50,Stone,0.35552,17,45
0.105,0.7,25,12,50,Stone,0.35552,17,45
0.105,0.7,25,14,50,Stone,0.35552,17,45
0.105,0.7,25,16,50,Stone,0.35552,17,45
0.105,0.7,25,18,50,Stone,0.35552,17,45
0.105,0.7,25,20,50,Stone,0.35552,17,45
0.105,0.7,25,22,50,Stone,0.35552,17,45
0.105,0.7,25,24,50,Stone,0.35552,17,45
0.105,0.7,25,26,50,Stone,0.35552,17,45
0.105,0.7,25,28,50,Stone,0.35552,17,45
0.105,0.7,25,30,50,Stone,0.35552,17,45
0.105,0.7,25,32,50,Stone,0.35552,17,45
0.105,0.7,25,34,50,Stone,0.35552,17,45
0.105,0.7,25,36,50,Stone,0.35552,17,45
0.105,0.7,25,38,50,Stone,0.35552,17,45
0.105,0.7,25,40,50,Stone,0.35552,17,45
0.105,0.7,25,42,50,Stone,0.35552,17,45
0.105,0.7,25,44,50,Stone,0.35552,17,45
0.105,0.7,25,46,50,Stone,0.35601,17,46
0.105,0.7,25,48,50,Stone,0.36459,17,48
0.105,0.7,25,50,50,Stone,0.38849,17,50
0.105,0.7,25,52,50,Stone,0.44005,17,52
0.105,0.7,25,54,50,Stone,0.44256,17,39
0.105,0.7,25,56,50,Stone,0.44104,18,40
0.105,0.7,25,58,50,Stone,0.44324,19,42
0.105,0.7,25,60,50,Stone,0.4399,19,43
0.06,0.75,18,8,10,Brick,0.37121,2,7
0.06,0.75,18,10,10,Brick,0.35736,3,9
0.06,0.75,18,12,10,Brick,0.34048,3,10
0.06,0.75,18,14,10,Brick,0.3313,4,12
0.06,0.75,18,16,10,Brick,0.32116,4,13
0.06,0.75,18,18,10,Brick,0.31456,5,15
0.06,0.75,18,20,10,Brick,0.30845,5,17
0.06,0.75,18,22,10,Brick,0.30349,6,18
0.06,0.75,18,24,10,Brick,0.29868,6,20
0.06,0.75,18,26,10,Brick,0.29574,7,21
0.06,0.75,18,28,10,Brick,0.2918,7,23
0.06,0.75,18,30,10,Brick,0.29006,8,24
0.06,0.75,18,32,10,Brick,0.28673,8,26
0.06,0.75,18,34,10,Brick,0.28573,9,27
0.06,0.75,18,36,10,Brick,0.28284,9,29
0.06,0.75,18,38,10,Brick,0.28233,10,30
0.06,0.75,18,40,10,Brick,0.27977,10,32
0.06,0.75,18,42,10,Brick,0.27932,11,34
0.06,0.75,18,44,10,Brick,0.2773,11,35
0.06,0.75,18,46,10,Brick,0.27676,12,37
0.06,0.75,18,48,10,Brick,0.27526,12,38
0.06,0.75,18,50,10,Brick,0.27467,13,40
0.06,0.75,18,52,10,Brick,0.27355,13,41
0.06,0.75,18,54,10,Brick,0.27293,14,43
0.06,0.75,18,56,10,Brick,0.27209,14,44
0.06,0.75,18,58,10,Brick,0.27146,15,46
0.06,0.75,18,60,10,Brick,0.27064,15,48
0.08625,0.75,18,8,10,Brick,0.27064,15,48
0.08625,0.75,18,10,10,Brick,0.27064,15,48
0.08625,0.75,18,12,10,Brick,0.27064,15,48
0.08625,0.75,18,14,10,Brick,0.27064,15,48
0.08625,0.75,18,16,10,Brick,0.27064,15,48
0.08625,0.75,18,18,10,Brick,0.27064,15,48
0.08625,0.75,18,20,10,Brick,0.27064,15,48
0.08625,0.75,18,22,10,Brick,0.27064,15,48
0.08625,0.75,18,24,10,Brick,0.27064,15,48
0.08625,0.75,18,26,10,Brick,0.27064,15,48
0.08625,0.75,18,28,10,Brick,0.27064,15,48
0.08625,0.75,18,30,10,Brick,0.27064,15,48
0.08625,0.75,18,32,10,Brick,0.27064,15,48
0.08625,0.75,18,34,10,Brick,0.27064,15,48
0.08625,0.75,18,36,10,Brick,0.27064,15,48
0.08625,0.75,18,38,10,Brick,0.27064,15,48
0.08625,0.75,18,40,10,Brick,0.27064,15,48
0.08625,0.75,18,42,10,Brick,0.27064,15,48
0.08625,0.75,18,44,10,Brick,0.27064,15,48
0.08625,0.75,18,46,10,Brick,0.27064,15,48
0.08625,0.75,18,48,10,Brick,0.27064,15,48
0.08625,0.75,18,50,10,Brick,0.27707,15,50
0.08625,0.75,18,52,10,Brick,0.29853,15,52
0.08625,0.75,18,54,10,Brick,0.35068,15,54
0.08625,0.75,18,56,10,Brick,0.35289,16,42
0.08625,0.75,18,58,10,Brick,0.35063,17,44
0.08625,0.75,18,60,10,Brick,0.35174,18,45
0.1125,0.75,18,8,10,Brick,0.35174,18,45
0.1125,0.75,18,10,10,Brick,0.35174,18,45
0.1125,0.75,18,12,10,Brick,0.35174,18,45
0.1125,0.75,18,14,10,Brick,0.35174,18,45
0.1125,0.75,18,16,10,Brick,0.35174,18,45
0.1125,0.75,18,18,10,Brick,0.35174,18,45
0.1125,0.75,18,20,10,Brick,0.35174,18,45
0.1125,0.75,18,22,10,Brick,0.35174,18,45
0.1125,0.75,18,24,10,Brick,0.35174,18,45
0.1125,0.75,18,26,10,Brick,0.35174,18,45
0.1125,0.75,18,28,10,Brick,0.35174,18,45
0.1125,0.75,18,30,10,Brick,0.35174,18,45
0.1125,0.75,18,32,10,Brick,0.35174,18,45
0.1125,0.75,18,34,10,Brick,0.35174,18,45
0.1125,0.75,18,36,10,Brick,0.35174,18,45
0.1125,0.75,18,38,10,Brick,0.35174,18,45
0.1125,0.75,18,40,10,Brick,0.35174,18,45
0.1125,0.75,18,42,10,Brick,0.35174,18,45
0.1125,0.75,18,44,10,Brick,0.35174,18,45
0.1125,0.75,18,46,10,Brick,0.35273,18,46
0.1125,0.75,18,48,10,Brick,0.36258,18,48
0.1125,0.75,18,50,10,Brick,0.38772,17,50
0.1125,0.75,18,52,10,Brick,0.43712,17,37
0.1125,0.75,18,54,10,Brick,0.43918,17,39
0.1125,0.75,18,56,10,Brick,0.43578,18,40
0.1125,0.75,18,58,10,Brick,0.43514,19,42
0.1125,0.75,18,60,10,Brick,0.43636,19,43
0.06,0.75,25,8,50,Stone,0.37227,2,7
0.06,0.75,25,10,50,Stone,0.35904,3,9
0.06,0.75,25,12,50,Stone,0.34429,3,10
0.06,0.75,25,14,50,Stone,0.33373,4,12
0.06,0.75,25,16,50,Stone,0.32531,4,13
0.06,0.75,25,18,50,Stone,0.31757,5,15
0.06,0.75,25,20,50,Stone,0.31167,5,17
0.06,0.75,25,22,50,Stone,0.30688,6,18
0.06,0.75,25,24,50,Stone,0.3022,6,20
0.06,0.75,25,26,50,Stone,0.29941,7,21
0.06,0.75,25,28,50,Stone,0.29555,7,23
0.06,0.75,25,30,50,Stone,0.29392,8,24
0.06,0.75,25,32,50,Stone,0.29064,8,26
0.06,0.75,25,34,50,Stone,0.28974,9,27
0.06,0.75,25,36,50,Stone,0.28688,9,29
0.06,0.75,25,38,50,Stone,0.28605,10,31
0.06,0.75,25,40,50,Stone,0.28392,10,32
0.06,0.75,25,42,50,Stone,0.28299,11,34
0.06,0.75,25,44,50,Stone,0.28153,11,35
0.06,0.75,25,46,50,Stone,0.28056,12,37
0.06,0.75,25,48,50,Stone,0.27955,12,38
0.06,0.75,25,50,50,Stone,0.27857,13,40
0.06,0.75,25,52,50,Stone,0.27779,13,42
0.06,0.75,25,54,50,Stone,0.27691,14,43
0.06,0.75,25,56,50,Stone,0.27613,14,45
0.06,0.75,25,58,50,Stone,0.27552,15,46
0.06,0.75,25,60,50,Stone,0.27473,15,48
0.08625,0.75,25,8,50,Stone,0.27473,15,48
0.08625,0.75,25,10,50,Stone,0.27473,15,48
0.08625,0.75,25,12,50,Stone,0.27473,15,48
0.08625,0.75,25,14,50,Stone,0.27473,15,48
0.08625,0.75,25,16,50,Stone,0.27473,15,48
0.08625,0.75,25,18,50,Stone,0.27473,15,48
0.08625,0.75,25,20,50,Stone,0.27473,15,48
0.08625,0.75,25,22,50,Stone,0.27473,15,48
0.08625,0.75,25,24,50,Stone,0.27473,15,48
0.08625,0.75,25,26,50,Stone,0.27473,15,48
0.08625,0.75,25,28,50,Stone,0.27473,15,48
0.08625,0.75,25,30,50,Stone,0.27473,15,48
0.08625,0.75,25,32,50,Stone,0.27473,15,48
0.08625,0.75,25,34,50,Stone,0.27473,15,48
0.08625,0.75,25,36,50,Stone,0.27473,15,48
0.08625,0.75,25,38,50,Stone,0.27473,15,48
0.08625,0.75,25,40,50,Stone,0.27473,15,48
0.08625,0.75,25,42,50,Stone,0.27473,15,48
0.08625,0.75,25,44,50,Stone,0.27473,15,48
0.08625,0.75,25,46,50,Stone,0.27473,15,48
0.08625,0.75,25,48,50,Stone,0.27473,15,48
0.08625,0.75,25,50,50,Stone,0.28051,15,50
0.08625,0.75,25,52,50,Stone,0.30138,15,52
0.08625,0.75,25,54,50,Stone,0.35303,15,54
0.08625,0.75,25,56,50,Stone,0.35596,16,42
0.08625,0.75,25,58,50,Stone,0.3568,17,44
0.08625,0.75,25,60,50,Stone,0.35552,17,45
0.1125,0.75,25,8,50,Stone,0.35552,17,45
0.1125,0.75,25,10,50,Stone,0.35552,17,45
0.1125,0.75,25,12,50,Stone,0.35552,17,45
0.1125,0.75,25,14,50,Stone,0.35552,17,45
0.1125,0.75,25,16,50,Stone,0.35552,17,45
0.1125,0.75,25,18,50,Stone,0.35552,17,45
0.1125,0.75,25,20,50,Stone,0.35552,17,45
0.1125,0.75,25,22,50,Stone,0.35552,17,45
0.1125,0.75,25,24,50,Stone,0.35552,17,45
0.1125,0.75,25,26,50,Stone,0.35552,17,45
0.1125,0.75,25,28,50,Stone,0.35552,17,45
0.1125,0.75,25,30,50,Stone,0.35552,17,45
0.1125,0.75,25,32,50,Stone,0.35552,17,45
0.1125,0.75,25,34,50,Stone,0.35552,17,45
0.1125,0.75,25,36,50,Stone,0.35552,17,45
0.1125,0.75,25,38,50,Stone,0.35552,17,45
0.1125,0.75,25,40,50,Stone,0.35552,17,45
0.1125,0.75,25,42,50,Stone,0.35552,17,45
0.1125,0.75,25,44,50,Stone,0.35552,17,45
0.1125,0.75,25,46,50,Stone,0.35601,17,46
0.1125,0.75,25,48,50,Stone,0.36459,17,48
0.1125,0.75,25,50,50,Stone,0.38849,17,50
0.1125,0.75,25,52,50,Stone,0.44005,17,52
0.1125,0.75,25,54,50,Stone,0.44256,17,39
0.1125,0.75,25,56,50,Stone,0.44104,18,40
0.1125,0.75,25,58,50,Stone,0.44324,19,42
0.1125,0.75,25,60,50,Stone,0.4399,19,43
0.064,0.8,18,8,10,Brick,0.37121,2,7
0.064,0.8,18,10,10,Brick,0.35736,3,9
0.064,0.8,18,12,10,Brick,0.34048,3,10
0.064,0.8,18,14,10,Brick,0.3313,4,12
0.064,0.8,18,16,10,Brick,0.32116,4,13
0.064,0.8,18,18,10,Brick,0.31456,5,15
0.064,0.8,18,20,10,Brick,0.30845,5,17
0.064,0.8,18,22,10,Brick,0.30349,6,18
0.064,0.8,18,24,10,Brick,0.29868,6,20
0.064,0.8,18,26,10,Brick,0.29574,7,21
0.064,0.8,18,28,10,Brick,0.2918,7,23
0.064,0.8,18,30,10,Brick,0.29006,8,24
0.064,0.8,18,32,10,Brick,0.28673,8,26
0.064,0.8,18,34,10,Brick,0.28573,9,27
0.064,0.8,18,36,10,Brick,0.28284,9,29
0.064,0.8,18,38,10,Brick,0.28233,10,30
0.064,0.8,18,40,10,Brick,0.27977,10,32
0.064,0.8,18,42,10,Brick,0.27932,11,34
0.064,0.8,18,44,10,Brick,0.2773,11,35
0.064,0.8,18,46,10,Brick,0.27676,12,37
0.064,0.8,18,48,10,Brick,0.27526,12,38
0.064,0.8,18,50,10,Brick,0.27467,13,40
0.064,0.8,18,52,10,Brick,0.27355,13,41
0.064,0.8,18,54,10,Brick,0.27293,14,43
0.064,0.8,18,56,10,Brick,0.27209,14,44
0.064,0.8,18,58,10,Brick,0.27146,15,46
0.064,0.8,18,60,10,Brick,0.27064,15,48
0.092,0.8,18,8,10,Brick,0.27064,15,48
0.092,0.8,18,10,10,Brick,0.27064,15,48
0.092,0.8,18,12,10,Brick,0.27064,15,48
0.092,0.8,18,14,10,Brick,0.27064,15,48
0.092,0.8,18,16,10,Brick,0.27064,15,48
0.092,0.8,18,18,10,Brick,0.27064,15,48
0.092,0.8,18,20,10,Brick,0.27064,15,48
0.092,0.8,18,22,10,Brick,0.27064,15,48
0.092,0.8,18,24,10,Brick,0.27064,15,48
0.092,0.8,18,26,10,Brick,0.27064,15,48
0.092,0.8,18,28,10,Brick,0.27064,15,48
0.092,0.8,18,30,10,Brick,0.27064,15,48
0.092,0.8,18,32,10,Brick,0.27064,15,48
0.092,0.8,18,34,10,Brick,0.27064,15,48
0.092,0.8,18,36,10,Brick,0.27064,15,48
0.092,0.8,18,38,10,Brick,0.27064,15,48
0.092,0.8,18,40,10,Brick,0.27064,15,48
